sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;lÃ­nea_credito
F;servicio;peluqueria;buenos aires;1;9.0;2018-04-06;7800000.0;microempresarial
F;servicio;peluqueria;cabecera san antonio;1;19.0;2017-03-06;7370000.0;microempresarial
F;industrial;fabrica de;robledo;2;7.0;2018-02-26;7000000.0;microempresarial
F;comercial;fabrica de;castilla;3;5.0;2016-11-22;6890000.0;microempresarial
F;comercial;fabrica de;villa del socorro;1;2.0;2018-08-02;7800000.0;microempresarial
F;comercial;cafe e internet;buenos aires;2;9.0;2017-09-27;7370000.0;microempresarial
F;servicio;productos de belleza;lopez de mesa;3;7.0;2018-01-24;7800000.0;microempresarial
F;comercial;tienda de helados;enciso;1;8.0;2019-02-25;8281160.0;microempresarial
F;comercial;restaurante;la milagrosa;3;9.0;2018-03-02;4000000.0;microempresarial
F;comercial;almacen de ropa en;robledo;1;7.0;2017-07-11;3000000.0;microempresarial
F;comercial;variedades;buenos aires;3;9.0;2016-03-29;6890000.0;microempresarial
F;industrial;fabrica de;manrique central no. 2;2;3.0;2018-01-29;7800000.0;microempresarial
F;servicio;variedades;bello horizonte;2;7.0;2018-02-14;7800000.0;microempresarial
F;industrial;variedades;aranjuez;1;4.0;2018-07-03;7800000.0;microempresarial
F;comercial;variedades;belen;3;16.0;2016-07-18;6890000.0;microempresarial
F;comercial;tienda;villatina;2;8.0;2016-05-26;6890000.0;microempresarial
F;comercial;miscelanea;trinidad;1;15.0;2018-03-15;6500000.0;microempresarial
F;comercial;criadero de animales;barrio caicedo;1;9.0;2017-04-18;7000000.0;microempresarial
F;comercial;tienda naturista;moravia;2;4.0;2018-08-01;7812420.0;microempresarial
F;comercial;distribuidora de;belen;1;16.0;2017-05-03;5000000.0;microempresarial
F;industrial;fabrica de;buenos aires;1;9.0;2016-09-02;6890000.0;microempresarial
F;comercial;tienda;manrique central no. 2;1;3.0;2016-03-30;6000000.0;microempresarial
F;comercial;cafeteria;manrique central no. 1;2;4.0;2018-02-09;7000000.0;microempresarial
F;servicio;publicidad y;la milagrosa;1;9.0;2018-07-10;3000000.0;microempresarial
F;comercial;variedades;la milagrosa;3;9.0;2017-03-01;7000000.0;microempresarial
F;comercial;almacen de ropa en;la francia;2;2.0;2018-08-03;4500000.0;MICROEMPRESARIAL
F;comercial;restaurante;picachito;1;6.0;2019-06-21;8281000.0;microempresarial
F;comercial;almacen de ropa en;san javier no.1;1;13.0;2018-05-04;6500000.0;microempresarial
F;industrial;fabrica de;santo_domingo_savio_;1;1.0;2018-07-06;3500000.0;microempresarial
F;comercial;variedades;robledo;3;7.0;2016-11-18;6890000.0;microempresarial
F;servicio;variedades;francisco_antonio_zea;2;5.0;2016-09-21;11650000.0;microempresarial
F;comercial;comidas rapidas;guayabal;3;15.0;2019-01-22;8200000.0;microempresarial
F;comercial;tienda;manrique central no. 1;1;4.0;2016-11-23;2100000.0;microempresarial
F;comercial;cafe e internet;castilla;1;5.0;2018-09-14;6500000.0;microempresarial
F;comercial;tienda;popular;2;1.0;2018-03-20;7500000.0;microempresarial
F;comercial;lenceria para el;robledo;3;7.0;2018-04-13;1500000.0;microempresarial
F;servicio;papeleria;enciso;1;8.0;2017-10-23;7000000.0;Microempresarial
F;comercial;mantenimiento en;enciso;1;8.0;2018-08-27;3500000.0;Microempresarial
F;comercial;productos de belleza;manrique central no. 1;2;4.0;2017-05-08;7377000.0;microempresarial
F;servicio;peluqueria;robledo;1;1.0;2018-10-03;4000000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;2;4.0;2018-03-07;3000000.0;microempresarial
F;comercial;miscelanea;belencito;2;13.0;2018-07-11;6500000.0;microempresarial
F;comercial;restaurante;manrique central no. 1;1;4.0;2018-09-27;6000000.0;microempresarial
F;comercial;almacen de ropa en;las palmas;1;10.0;2017-10-05;7000000.0;microempresarial
F;comercial;fabrica de;florencia;1;5.0;2017-06-13;7300000.0;microempresarial
F;comercial;peluqueria;robledo;1;7.0;2017-05-19;6000000.0;microempresarial
F;industrial;fabrica de;san antonio;1;8.0;;6500000.0;microempresarial
F;comercial;tienda;palermo;1;4.0;2017-07-17;3000000.0;microempresarial
F;comercial;publicidad y;manrique oriental;1;3.0;2016-07-18;6890000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;3;4.0;2017-11-02;7300000.0;microempresarial
F;comercial;tienda;la milagrosa;1;9.0;2018-11-02;6000000.0;microempresarial
F;comercial;almacen de ropa en;aranjuez;1;4.0;2018-05-02;7000000.0;microempresarial
F;comercial;fabrica de productos;pedregal;1;6.0;2016-08-03;6890000.0;microempresarial
F;comercial;comidas_rapidas;robledo;2;7.0;2018-06-19;7500000.0;microempresarial
F;comercial;fabrica de;cabecera san antonio;3;19.0;2016-09-01;6000000.0;Microempresarial
F;servicio;variedades;guayabal;3;15.0;2018-07-04;4000000.0;microempresarial
F;servicio;peluqueria;playon de los;1;2.0;2019-06-27;8281000.0;microempresarial
F;comercial;almacen de ropa en;san_pablo;2;1.0;2017-03-21;5000000.0;microempresarial
F;industrial;fabrica de;la milagrosa;2;9.0;2018-03-16;3500000.0;microempresarial
F;servicio;fabrica de alimentos;jesus nazareno;3;10.0;2017-08-23;4000000.0;microempresarial
F;servicio;peluqueria;robledo;1;4.0;2016-04-22;5000000.0;microempresarial
F;industrial;fabrica de;enciso;2;8.0;2017-01-13;5000000.0;microempresarial
F;servicio;fabrica de;san javier no.1;3;13.0;2017-09-26;7377000.0;microempresarial
F;comercial;variedades;santo domingo savio;1;1.0;2018-06-05;5000000.0;microempresarial
F;comercial;variedades;san javier no.1;2;13.0;2017-11-28;7000000.0;MICROEMPRESARIAL
F;comercial;variedades;popular;2;1.0;2018-10-25;5000000.0;microempresarial
F;servicio;peluqueria;aranjuez;3;4.0;2017-09-28;7000000.0;microempresarial
F;comercial;almacen de ropa en;manrique central no. 1;2;4.0;2018-02-01;3000000.0;Microempresarial
F;servicio;comidas rapidas;aranjuez;2;4.0;2017-09-20;5000000.0;microempresarial
F;comercial;variedades;manrique oriental;1;3.0;2018-04-03;2000000.0;microempresarial
F;industrial;fabrica de;robledo;1;7.0;2018-06-06;6500000.0;microempresarial
F;comercial;tienda;aranjuez;2;4.0;2016-09-09;1500000.0;microempresarial
F;servicio;productos de belleza;cabecera san cristobal;3;19.0;2019-05-02;8000000.0;microempresarial
F;comercial;fabrica de alimentos;la candelaria;1;10.0;2017-12-14;7300000.0;microempresarial
F;comercial;almacen de ropa en;santa cruz;2;2.0;2018-10-25;7800000.0;microempresarial
F;comercial;almacen de ropa en;san javier no.1;1;13.0;2017-05-12;6500000.0;Microempresarial
F;servicio;comidas rapidas;popular;1;1.0;2016-04-21;2000000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;2;4.0;2016-11-08;6890000.0;microempresarial
F;comercial;variedades;manrique central no. 2;1;3.0;2019-05-22;3000000.0;microempresarial
F;industrial;tienda;castilla;3;5.0;2019-03-07;5000000.0;microempresarial
F;servicio;variedades;olaya herrera;1;7.0;;5000000.0;microempresarial
F;comercial;almacen de ropa en;robledo;2;7.0;2018-07-25;3000000.0;microempresarial
F;comercial;tienda;san jose de la cima no.;1;3.0;2016-08-12;6890000.0;microempresarial
F;comercial;licorera;manrique central no. 1;1;4.0;2017-04-05;7377000.0;microempresarial
F;comercial;almacen de ropa en;aranjuez;1;4.0;2017-09-04;3000000.0;microempresarial
F;comercial;variedades;enciso;2;8.0;2017-05-15;1200000.0;MICROEMPRESARIAL
F;industrial;fabrica_de_;belencito;1;13.0;2017-03-30;7000000.0;microempresarial
F;comercial;variedades;belen;3;16.0;2017-12-14;3000000.0;microempresarial
F;comercial;variedades;santo domingo savio;2;1.0;2017-03-17;7370000.0;microempresarial
F;industrial;fabrica de alimentos;antonio nariâ¿o;1;13.0;2016-01-18;5000000.0;microempresarial
F;servicio;peluqueria;florencia;3;5.0;2017-11-09;6000000.0;microempresarial
F;servicio;fabrica de;aranjuez;1;16.0;2019-04-03;7500000.0;Microempresarial
F;servicio;fabrica de;robledo;2;7.0;2016-06-21;6700000.0;microempresarial
F;industrial;fabrica_de_;robledo;1;7.0;2016-07-27;3000000.0;microempresarial
F;servicio;productos de belleza;aranjuez;3;4.0;2018-07-10;7800000.0;microempresarial
F;comercial;comidas rapidas;las palmas;3;10.0;2018-07-12;7000000.0;microempresarial
F;comercial;cafeteria;pablo vi;2;2.0;2017-04-17;5000000.0;microempresarial
F;comercial;almacen de ropa en;villa hermosa;2;8.0;2019-04-24;6000000.0;microempresarial
F;industrial;fabrica de;el salvador;3;9.0;2016-08-19;5000000.0;microempresarial
F;comercial;restaurante;buenos aires;3;9.0;2017-02-20;7377000.0;microempresarial
F;industrial;fabrica de;olaya herrera;1;7.0;2018-05-17;5000000.0;microempresarial
F;comercial;almacen de ropa en;guayabal;1;15.0;2019-05-09;8281000.0;microempresarial
F;comercial;variedades;santa cruz;2;2.0;;2000000.0;microempresarial
F;comercial;peluqueria;calasanz;1;12.0;2018-10-30;7600000.0;microempresarial
F;comercial;cafe e internet;manrique central no. 2;1;3.0;2018-02-26;2000000.0;microempresarial
F;comercial;tienda;olaya herrera;1;7.0;2019-04-10;6000000.0;microempresarial
F;comercial;comidas rapidas;miranda;2;4.0;2017-11-08;2500000.0;microempresarial
F;comercial;variedades;san diego;2;10.0;2018-09-10;3000000.0;microempresarial
F;servicio;peluqueria;barrio caicedo;1;9.0;2018-10-26;7800000.0;microempresarial
F;comercial;almacen de ropa en;cabecera san cristobal;2;19.0;;7000000.0;microempresarial
F;comercial;variedades;robledo;3;7.0;2018-06-08;10000000.0;juridica y cap.semilla
F;servicio;recreativo-educativo;barrio caicedo;1;9.0;2018-05-28;7000000.0;microempresarial
F;industrial;fabrica de;aranjuez;1;4.0;2018-10-31;3000000.0;microempresarial
F;industrial;variedades;aranjuez;1;4.0;2018-10-11;3000000.0;microempresarial
F;comercial;papeleria;manrique central no. 2;1;3.0;2016-04-14;5000000.0;microempresarial
F;comercial;venta de calzado;belen;1;16.0;2016-10-19;4000000.0;microempresarial
F;industrial;fabrica de muebles;cabecera san cristobal;3;19.0;2017-09-20;7000000.0;microempresarial
F;comercial;panaderia;manrique oriental;2;3.0;2017-09-25;7370000.0;microempresarial
F;comercial;tienda;jardin botanico;1;4.0;2017-05-25;6500000.0;microempresarial
F;comercial;panaderia;santa cruz;2;2.0;2018-05-17;10000000.0;empresarial ed.
F;comercial;tienda;belencito;2;13.0;2018-01-22;3000000.0;Microempresarial
F;industrial;fabrica de;el salvador;1;9.0;2018-07-13;6000000.0;microempresarial
F;comercial;fabrica de;toscana;2;5.0;2016-06-03;6800000.0;microempresarial
F;comercial;comidas rapidas;el salvador;3;9.0;2017-04-07;3000000.0;microempresarial
F;industrial;fabrica de;francisco antonio zea;3;5.0;2017-03-08;300000.0;microempresarial
F;comercial;variedades;enciso;1;8.0;2018-08-15;6500000.0;MICROEMPRESARIAL
F;servicio;recreativo-educativo;manrique central no. 1;2;7.0;2018-07-12;6000000.0;microempresarial
F;comercial;tienda de helados;santo domingo savio;2;1.0;2016-07-31;3000000.0;microempresarial
F;servicio;peluqueria;manrique central no. 2;3;3.0;2017-04-18;2000000.0;microempresarial
F;comercial;variedades;campo valdes no. 1;1;4.0;2017-10-19;7000000.0;microempresarial
F;servicio;fabrica_de_;la milagrosa;3;9.0;2018-08-30;6000000.0;microempresarial
F;comercial;sembrados;vrda. palmitas;2;19.0;2016-02-15;6000000.0;microempresarial
F;comercial;variedades;barrio caicedo;2;9.0;2017-04-07;1500000.0;microempresarial
F;comercial;variedades;prado;3;10.0;2017-03-21;7000000.0;Microempresarial
F;industrial;almacen de ropa en;cabecera san antonio;2;19.0;2017-07-27;5000000.0;microempresarial
F;comercial;fabrica de productos;miravalle;3;16.0;2018-06-07;6000000.0;microempresarial
F;industrial;fabrica de;cabecera san cristobal;1;19.0;2017-11-01;7300000.0;microempresarial
F;comercial;almacen de ropa en;aranjuez;1;4.0;2018-08-13;7812242.0;microempresarial
F;industrial;fabrica de;buenos aires;3;9.0;2017-09-01;7377000.0;microempresarial
F;comercial;variedades;prado;3;10.0;2017-06-27;6500000.0;microempresarial
F;comercial;tienda;castilla;1;5.0;2018-05-28;7800000.0;microempresarial
F;comercial;fabrica de helados;robledo;2;7.0;2017-08-02;5000000.0;microempresarial
F;servicio;variedades;la sierra;1;8.0;2017-11-20;4400000.0;microempresarial
F;servicio;comidas rapidas;villa hermosa;1;8.0;2016-03-09;6500000.0;microempresarial
F;comercial;tienda de helados;pedregal;3;6.0;2018-04-17;2500000.0;microempresarial
F;servicio;restaurante;manrique central no. 2;1;3.0;2016-03-10;6890000.0;microempresarial
F;comercial;variedades;aranjuez;3;4.0;2018-02-23;3000000.0;microempresarial
F;comercial;tienda;cabecera san antonio;2;19.0;2018-04-26;5000000.0;microempresarial
F;industrial;fabrica de;altavista;1;19.0;2018-09-05;6000000.0;Microempresarial
F;servicio;fabrica de;enciso;2;8.0;;6000000.0;microempresarial
F;comercial;restaurante;centro admtivo;3;10.0;;4800000.0;microempresarial
F;industrial;fabrica de;la_milagrosa;1;9.0;2017-03-08;5000000.0;microempresarial
F;industrial;peluqueria;bosques de san pablo;1;7.0;2017-03-30;6000000.0;microempresarial
F;servicio;peluqueria;manrique central no. 1;1;4.0;2016-10-07;6890000.0;microempresarial
F;comercial;comidas rapidas;buenos aires;3;9.0;2017-05-31;7370000.0;microempresarial
F;comercial;comidas rapidas;san javier no.1;1;13.0;2017-07-26;7370000.0;microempresarial
F;servicio;mantenimiento en;lopez de mesa;1;7.0;2017-07-24;11650000.0;empresarial ed.
F;comercial;restaurante;el_salvador;2;9.0;2018-02-01;7000000.0;microempresarial
F;industrial;fabrica de;andalucia;2;2.0;;5000000.0;microempresarial
F;industrial;fabrica de;20 de julio;1;13.0;2017-10-19;6000000.0;microempresarial
F;servicio;variedades;manrique central no. 1;1;4.0;2017-07-25;7370000.0;microempresarial
F;comercial;papeleria;rosales;1;16.0;2017-05-09;7370000.0;microempresarial
F;servicio;cafe e internet;santo domingo savio;2;1.0;2018-07-05;7800000.0;microempresarial
F;comercial;miscelanea;olaya herrera;1;7.0;2018-10-03;7000000.0;microempresarial
F;comercial;comidas_rapidas;cabecera san cristobal;2;19.0;2018-08-21;2000000.0;microempresarial
F;industrial;fabrica de;santa lucia;3;12.0;2016-12-30;6890000.0;microempresarial
F;industrial;fotografia;santa monica;1;12.0;2018-08-08;7800000.0;microempresarial
F;comercial;productos de belleza;enciso;1;8.0;;6000000.0;microempresarial
F;comercial;comidas rapidas;20 de julio;1;13.0;2018-01-24;4000000.0;microempresarial
F;comercial;tienda de helados;santo domingo savio;1;1.0;2017-10-12;5000000.0;microempresarial
F;comercial;papeleria;popular;2;1.0;2017-07-13;3000000.0;microempresarial
F;servicio;peluqueria;belen;1;16.0;2016-10-24;6890000.0;microempresarial
F;industrial;mantenimiento-en-;villa hermosa;3;8.0;2017-03-07;7300000.0;microempresarial
F;comercial;comidas rapidas;santo domingo savio;2;1.0;2018-05-23;2000000.0;microempresarial
F;industrial;fabrica de;robledo;2;7.0;2017-01-13;243010.0;MICROEMPRESARIAL
F;comercial;tienda;aranjuez;2;4.0;2018-05-09;7800000.0;microempresarial
F;servicio;barberia;picachito;1;6.0;2017-02-23;7377000.0;microempresarial
F;industrial;fabrica de;20 de julio;1;13.0;2018-03-06;7000000.0;microempresarial
F;industrial;fabrica_de_;robledo;1;7.0;2018-06-12;2000000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;1;4.0;2017-09-13;7370000.0;microempresarial
F;servicio;peluqueria;santa ines;1;3.0;2018-04-27;4000000.0;microempresarial
F;comercial;restaurante;san javier no.1;1;13.0;2017-07-11;7370000.0;microempresarial
F;comercial;productos_de_belleza;robledo;2;7.0;2018-03-22;11650000.0;microempresarial
F;comercial;charcuteria;tejelo;3;5.0;;7800000.0;microempresarial
F;industrial;variedades;doce de octubre no.1;2;6.0;2017-09-04;4000000.0;microempresarial
F;servicio;variedades;popular;1;1.0;2019-02-13;6500000.0;microempresarial
F;comercial;variedades;santo domingo savio;1;1.0;2017-10-23;4000000.0;microempresarial
F;servicio;cafe e internet;manrique central no. 1;3;4.0;2019-04-29;8000000.0;microempresarial
F;servicio;cafe e internet;san javier no.1;2;13.0;2018-03-14;7800000.0;microempresarial
F;comercial;almacen de ropa en;alfonso lopez;3;5.0;2017-08-23;6000000.0;Microempresarial
F;comercial;tienda;eduardo santos;1;13.0;2017-11-17;7370000.0;microempresarial
F;comercial;variedades;loreto;3;9.0;2017-04-26;7370000.0;microempresarial
F;comercial;tienda;robledo;1;7.0;2018-05-11;5000000.0;microempresarial
F;comercial;variedades;llanaditas;1;8.0;2016-03-08;6500000.0;microempresarial
F;comercial;papeleria;campo valdes no. 1;1;4.0;2018-04-05;7800000.0;microempresarial
F;comercial;tienda de helados;alfonso lopez;3;5.0;2018-02-08;7000000.0;microempresarial
F;comercial;variedades;cristo rey;3;15.0;2018-05-03;3000000.0;microempresarial
F;comercial;variedades;la milagrosa;3;9.0;2016-08-22;6890000.0;microempresarial
F;comercial;variedades;doce de octubre no.1;3;6.0;2018-04-11;3000000.0;microempresarial
F;servicio;tienda;sucre;1;8.0;2018-05-29;6000000.0;microempresarial
F;comercial;legumbreria;san javier no.1;1;13.0;2018-08-02;5000000.0;microempresarial
F;industrial;fabrica de;robledo;2;7.0;2017-02-22;7000000.0;microempresarial
F;comercial;almacen de ropa en;la loma;1;19.0;2018-07-17;6000000.0;microempresarial
F;comercial;comidas rapidas;la libertad;1;8.0;2018-05-22;7812000.0;microempresarial
F;comercial;variedades;castilla;3;5.0;2017-08-11;2000000.0;microempresarial
F;industrial;fabrica-de-;barrio caicedo;1;9.0;2016-09-21;5000000.0;Microempresarial
F;comercial;tienda;la francia;2;2.0;2019-04-08;6000000.0;microempresarial
F;industrial;fabrica de;campo valdes no. 1;1;4.0;2017-02-28;6000000.0;microempresarial
F;comercial;variedades;san javier no.2;3;13.0;2016-09-26;5000000.0;Microempresarial
F;comercial;variedades;campo valdes no. 1;1;4.0;2017-08-24;6000000.0;microempresarial
F;industrial;fabrica de;calasanz parte alta;2;12.0;2017-08-02;7000000.0;microempresarial
F;industrial;fabrica de;buenos aires;1;9.0;2018-07-12;4000000.0;microempresarial
F;comercial;variedades;manrique central no. 1;3;4.0;;3000000.0;microempresarial
F;comercial;variedades;cabecera san antonio;1;19.0;2017-11-16;7000000.0;microempresarial
F;industrial;fabrica de;popular;2;1.0;2017-10-09;5000000.0;microempresarial
F;industrial;fabrica de;enciso;1;8.0;2017-07-19;7370000.0;microempresarial
F;comercial;variedades;cabecera san antonio;3;19.0;2017-03-16;7000000.0;microempresarial
F;industrial;fabrica de;robledo;3;7.0;2016-02-10;689000.0;microempresarial
F;servicio;tienda;enciso;1;8.0;2017-04-25;5000000.0;microempresarial
F;comercial;miscelanea;san pablo;1;1.0;2017-07-04;7377170.0;microempresarial
F;industrial;fabrica de;aranjuez;3;4.0;2018-08-06;7800000.0;microempresarial
F;industrial;fabrica de;doce de octubre no.1;1;6.0;2017-09-27;7300000.0;Microempresarial
F;comercial;miscelanea;andalucia;2;2.0;2018-10-18;5000000.0;microempresarial
F;comercial;almacen de ropa en;moravia;1;4.0;2017-08-02;1000000.0;microempresarial
F;servicio;mantenimiento en;robledo;1;7.0;2016-04-25;4000000.0;microempresarial
F;comercial;almacen de ropa en;cabecera san cristobal;2;19.0;2018-01-03;7000000.0;microempresarial
F;comercial;variedades;guayabal;1;15.0;2018-03-07;7000000.0;microempresarial
F;comercial;variedades;la floresta;3;12.0;2017-09-05;7300000.0;microempresarial
F;industrial;fabrica de;san javier no.1;1;13.0;2017-10-20;3000000.0;microempresarial
F;comercial;papeleria;buenos aires;3;9.0;2017-06-09;5000000.0;microempresarial
F;comercial;variedades;manrique central no. 1;1;4.0;2017-11-17;5000000.0;microempresarial
F;industrial;fabrica de;belen;3;16.0;2018-04-09;7800000.0;microempresarial
F;comercial;comidas rapidas;la francia;2;2.0;2016-12-07;4000000.0;microempresarial
F;industrial;fabrica de;el salvador;1;9.0;2017-09-14;7000000.0;microempresarial
F;industrial;fabrica de;robledo;1;7.0;2017-02-16;7000000.0;microempresarial
F;comercial;almacen de ropa en;robledo;1;7.0;2016-10-11;6000000.0;microempresarial
F;comercial;tienda;sevilla;2;4.0;;6000000.0;microempresarial
F;comercial;fabrica de;robledo;3;7.0;2018-03-23;6500000.0;microempresarial
F;comercial;legumbreria;la america;1;12.0;2017-02-01;3000000.0;microempresarial
F;comercial;charcuteria;popular;1;1.0;2017-02-13;6500000.0;microempresarial
F;comercial;tienda;manrique central no. 1;2;4.0;2017-08-08;5000000.0;microempresarial
F;servicio;ebanistaria;belen;1;16.0;2018-05-09;8250000.0;microempresarial
F;comercial;restaurante;moravia;1;4.0;2018-09-05;7000000.0;microempresarial
F;industrial;fabrica de;20 de julio;1;13.0;2018-05-02;4500000.0;microempresarial
F;comercial;almacen de ropa en;san javier no.1;3;13.0;2017-03-23;7000000.0;microempresarial
F;comercial;distribuidora de;robledo;1;7.0;2019-01-25;3000000.0;microempresarial
F;comercial;variedades;santander;2;6.0;2018-10-22;7812000.0;microempresarial
F;comercial;tienda de helados;13 de noviembre;1;8.0;2018-07-03;6000000.0;microempresarial
F;servicio;restaurante;enciso;1;8.0;2016-10-04;4000000.0;Microempresarial
F;comercial;almacen de ropa en;robledo;1;7.0;2017-09-26;7100000.0;microempresarial
F;servicio;peluqueria;cabecera san cristobal;1;19.0;2017-11-28;5000000.0;microempresarial
F;comercial;comidas rapidas;robledo;3;7.0;2018-04-19;3000000.0;microempresarial
F;comercial;tienda;el salvador;3;9.0;2018-03-20;7000000.0;microempresarial
F;comercial;almacen de ropa en;villatina;2;8.0;2018-12-20;2000000.0;microempresarial
F;servicio;mantenimiento en;francisco antonio zea;3;5.0;2019-03-29;5000000.0;microempresarial
F;comercial;fabrica de alimentos;castilla;1;5.0;2017-06-08;4000000.0;Microempresarial
F;comercial;charcuteria;aranjuez;3;4.0;;3500000.0;microempresarial
F;industrial;fabrica de;andalucia;1;2.0;;6000000.0;microempresarial
F;industrial;miscelanea;manrique central no. 1;2;4.0;2017-03-01;6890000.0;microempresarial
F;comercial;almacen de ropa en;llanaditas;2;8.0;2018-01-31;6000000.0;microempresarial
F;comercial;variedades;villatina;2;8.0;2018-10-26;4000000.0;microempresarial
F;comercial;almacen de ropa en;los mangos;1;8.0;2016-09-05;3000000.0;microempresarial
F;comercial;comidas rapidas;cabecera san cristobal;1;19.0;2018-02-22;6000000.0;microempresarial
F;comercial;tienda;manrique oriental;2;3.0;;3000000.0;microempresarial
F;comercial;variedades;andalucia;2;2.0;2017-11-07;5000000.0;microempresarial
F;servicio;peluqueria;llanaditas;1;8.0;2017-08-11;7370000.0;microempresarial
F;comercial;cafeteria;robledo;1;7.0;2017-09-05;7300000.0;microempresarial
F;servicio;mantenimiento en;castilla;1;5.0;2018-05-22;7860000.0;microempresarial
F;comercial;comidas rapidas;campo valdes no. 1;1;4.0;2017-02-03;7377000.0;microempresarial
F;comercial;peluqueria;castilla;3;5.0;2017-08-11;2500000.0;microempresarial
F;industrial;fabrica de;belen;1;16.0;;7370000.0;microempresarial
F;comercial;comidas rapidas;san diego;2;10.0;2017-05-31;7000000.0;microempresarial
F;servicio;peluqueria;la floresta;1;12.0;2017-09-08;7000000.0;microempresarial
F;industrial;fabrica de;popular;2;1.0;;7370000.0;microempresarial
F;industrial;fabrica de;san javier no.1;1;13.0;;6500000.0;microempresarial
F;comercial;variedades;popular;2;1.0;2018-07-25;2500000.0;microempresarial
F;comercial;tienda;el pinal;1;8.0;2016-02-10;3000000.0;microempresarial
F;comercial;miscelanea;san javier no.1;1;13.0;2017-02-10;5000000.0;microempresarial
F;comercial;almacen de ropa en;la milagrosa;3;9.0;2019-02-12;8281000.0;microempresarial
F;comercial;tienda;olaya herrera;1;7.0;2017-11-01;5000000.0;microempresarial
F;industrial;fabrica de;20 de julio;1;13.0;2018-02-13;7800000.0;microempresarial
F;comercial;variedades;manrique central no. 2;2;3.0;2019-03-15;6000000.0;microempresarial
F;servicio;peluqueria;aranjuez;2;4.0;2017-09-13;7000000.0;microempresarial
F;comercial;comidas rapidas;cabecera san antonio;3;19.0;2017-03-09;6500000.0;microempresarial
F;industrial;fabrica de;san javier no.1;1;13.0;2018-12-06;3500000.0;microempresarial
F;industrial;fabrica de;altavista;3;16.0;2016-01-20;6000000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;2;4.0;;5000000.0;microempresarial
F;servicio;variedades;robledo;2;7.0;2017-10-30;7300000.0;microempresarial
F;industrial;fabrica de;pedregal;3;6.0;2016-11-01;6890000.0;microempresarial
F;servicio;papeleria;villa hermosa;3;8.0;2016-10-12;6890000.0;microempresarial
F;comercial;panaderia;la esperanza;1;6.0;2016-12-26;5000000.0;microempresarial
F;comercial;variedades;enciso;1;8.0;2018-07-05;2000000.0;microempresarial
F;industrial;fabrica de;castilla;1;5.0;2017-01-25;7000000.0;microempresarial
F;industrial;fabrica de;belen;3;16.0;2017-02-14;7370000.0;MICROEMPRESARIAL
F;comercial;variedades;cabecera san antonio;2;19.0;2019-02-22;1000000.0;microempresarial
F;servicio;peluqueria;enciso;1;8.0;2019-04-29;8000000.0;microempresarial
F;servicio;variedades;cabecera san cristobal;1;19.0;;6894000.0;microempresarial
F;agropecuario;criadero de animales;la volcana y guayabal;2;19.0;2017-04-24;7300000.0;microempresarial
F;comercial;variedades;manrique central no. 2;1;3.0;2018-04-20;5000000.0;microempresarial
F;comercial;bares;enciso;1;8.0;2016-10-24;6800000.0;microempresarial
F;comercial;comidas rapidas;popular;1;1.0;2018-04-27;2000000.0;microempresarial
F;comercial;marroquineria;francisco antonio zea;1;5.0;2017-03-17;6000000.0;microempresarial
F;comercial;tienda de helados;cabecera san cristobal;1;19.0;2018-12-13;7000000.0;microempresarial
F;comercial;almacen de ropa en;bombona no. 1;1;10.0;2017-11-10;4400000.0;microempresarial
F;comercial;variedades;andalucia;1;2.0;2017-03-10;5000000.0;microempresarial
F;comercial;cerrajeria;san javier no.1;2;13.0;;6890000.0;microempresarial
F;comercial;comidas rapidas;santa cruz;2;2.0;2018-10-11;5000000.0;MICROEMPRESARIAL
F;comercial;taller de mecanica;campo valdes no. 1;3;4.0;2017-11-09;7300000.0;microempresarial
F;comercial;variedades;santo domingo savio;1;1.0;2018-06-22;7800000.0;microempresarial
F;comercial;papeleria;la sierra;1;8.0;2019-05-03;5250000.0;microempresarial
F;comercial;variedades;pedregal;1;6.0;2018-06-18;7800000.0;microempresarial
F;comercial;variedades;13 de noviembre;1;8.0;2017-07-11;7370000.0;microempresarial
F;servicio;comidas_rapidas;kennedy;2;6.0;2017-02-23;5000000.0;microempresarial
F;industrial;fabrica de colchones;enciso;1;8.0;2019-05-09;6000000.0;microempresarial
F;servicio;restaurante;andalucia;2;2.0;2016-04-07;6890000.0;microempresarial
F;servicio;publicidad y;enciso;2;8.0;2017-02-09;6000000.0;microempresarial
F;comercial;variedades;castilla;3;5.0;2017-02-15;4000000.0;microempresarial
F;comercial;tienda;cabecera san antonio;1;19.0;2016-05-19;6800000.0;microempresarial
F;servicio;productos de belleza;doce de octubre no.1;2;6.0;2017-07-06;7370000.0;microempresarial
F;industrial;fabrica de;pablo vi;1;2.0;2016-12-28;6890000.0;microempresarial
F;comercial;miscelanea;calasanz;3;12.0;2018-09-24;7000000.0;microempresarial
F;industrial;fabrica de;doce de octubre no.1;2;6.0;2018-06-07;2000000.0;microempresarial
F;comercial;tienda;santa cruz;2;2.0;2018-05-10;7800000.0;microempresarial
