sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;lÃ­nea_credito
M;comercial;variedades;popular;2;1.0;2018-07-23;7800000.0;microempresarial
M;industrial;fabrica-de-;aranjuez;1;4.0;;5000000.0;microempresarial
M;comercial;variedades;manrique central no. 1;2;4.0;2017-02-23;2000000.0;microempresarial
M;comercial;taller de electronica;buenos aires;2;9.0;2017-06-05;2500000.0;microempresarial
M;servicio;mantenimiento en;la francia;1;2.0;2018-10-29;7000000.0;microempresarial
M;industrial;fabrica de colchones;popular;2;1.0;2017-11-23;3300000.0;microempresarial
M;comercial;fabrica de calzado;cordoba;2;7.0;;7800000.0;microempresarial
M;comercial;peluqueria;manrique central no. 1;3;4.0;2017-05-08;7370000.0;MICROEMPRESARIAL
M;comercial;variedades;moravia;1;4.0;2018-04-25;7800000.0;microempresarial
M;comercial;variedades;robledo;3;5.0;2017-07-24;7370000.0;microempresarial
M;comercial;almacen de ropa en;boston;3;10.0;;6890000.0;microempresarial
M;comercial;tienda;la milagrosa;1;9.0;2018-05-21;7000000.0;microempresarial
M;comercial;papeleria;robledo;2;7.0;2017-07-25;7000000.0;microempresarial
M;comercial;variedades;tricentenario;1;5.0;2018-07-03;2000000.0;microempresarial
M;comercial;comidas rapidas;la floresta;2;12.0;2018-08-02;7800000.0;microempresarial
M;comercial;reciclaje;san javier no.1;1;13.0;2018-10-31;7800000.0;microempresarial
M;comercial;comidas rapidas;santa cruz;2;2.0;2018-05-17;7800000.0;microempresarial
M;comercial;ferreteria;robledo;3;7.0;;7800000.0;microempresarial
M;industrial;distribuidora de;castilla;2;5.0;2019-04-01;8200000.0;microempresarial
M;comercial;papeleria;boston;3;10.0;;7300000.0;microempresarial
M;comercial;variedades;santa cruz;1;2.0;2019-02-21;5000000.0;microempresarial
M;comercial;tienda;las_palmas;1;10.0;;7000000.0;microempresarial
M;servicio;tienda;nuevos conquistadores;1;13.0;2016-07-29;6500000.0;microempresarial
M;industrial;restaurante;la floresta;1;12.0;2018-02-15;5000000.0;microempresarial
M;servicio;variedades;la candelaria;1;10.0;2016-01-29;6800000.0;microempresarial
M;comercial;fabrica de calzado;barrio caicedo;1;9.0;2018-12-04;7000000.0;microempresarial
M;industrial;fabrica de;castilla;1;5.0;2018-04-19;2500000.0;microempresarial
M;comercial;comidas rapidas;cabecera san antonio;1;19.0;2017-10-12;7000000.0;microempresarial
M;comercial;variedades;altavista;2;16.0;2018-04-18;7800000.0;microempresarial
M;servicio;publicidad y;toscana;1;5.0;2017-06-08;7377000.0;microempresarial
M;comercial;tienda;buenos aires;3;9.0;2017-11-03;5000000.0;microempresarial
M;comercial;variedades;manrique central no. 1;2;4.0;2018-05-18;7800000.0;microempresarial
M;servicio;cafeteria;florencia;3;5.0;2016-12-02;6890000.0;microempresarial
M;servicio;publicidad y;playon de los;2;2.0;2017-03-07;1000000.0;Microempresarial
M;comercial;recreativo-educativo;la-milagrosa;2;9.0;2016-09-06;6000000.0;microempresarial
M;comercial;almacen de ropa en;popular;1;1.0;2017-09-18;7000000.0;microempresarial
M;comercial;fabrica de alimentos;santa monica;2;12.0;2018-03-15;6500000.0;microempresarial
M;industrial;fabrica de alimentos;buenos aires;3;9.0;2018-07-09;7000000.0;microempresarial
M;comercial;almacen de ropa en;belen;3;16.0;2017-10-12;7000000.0;microempresarial
M;comercial;cafeteria;aranjuez;1;4.0;2018-02-01;7300000.0;microempresarial
M;industrial;bares;florencia;3;5.0;2018-02-28;11650000.0;empresarial ed.
M;industrial;almacen de ropa en;aranjuez;3;4.0;2018-05-02;7800000.0;microempresarial
M;comercial;bares;cabecera san cristobal;2;19.0;2018-01-26;7800000.0;Microempresarial
M;comercial;panaderia;robledo;2;7.0;2017-03-29;7377000.0;microempresarial
M;comercial;almacen de ropa en;santa lucia;3;12.0;;7377170.0;microempresarial
M;comercial;almacen de ropa en;belen;1;16.0;2017-05-24;5000000.0;microempresarial
M;comercial;comidas rapidas;enciso;2;8.0;2019-06-12;8000000.0;Microempresarial
M;industrial;fabrica de alimentos;popular;2;1.0;2018-03-01;4100000.0;microempresarial
M;comercial;comidas rapidas;manrique central no. 1;3;4.0;2018-08-01;1500000.0;microempresarial
M;comercial;comidas rapidas;playon de los;2;2.0;2018-11-27;4000000.0;microempresarial
M;comercial;tienda;robledo;3;7.0;2018-07-27;7000000.0;microempresarial
M;comercial;comidas rapidas;doce de octubre no.1;1;6.0;;2000000.0;microempresarial
M;comercial;venta de calzado;manrique central no. 1;2;4.0;2019-05-02;3000000.0;microempresarial
M;servicio;mantenimiento en;manrique oriental;2;3.0;2018-08-06;7000000.0;microempresarial
M;industrial;fabrica de;robledo;2;7.0;2018-04-11;7000000.0;microempresarial
M;comercial;carniceria;enciso;1;8.0;2018-08-23;7800000.0;microempresarial
M;comercial;tienda;la milagrosa;3;9.0;2017-10-25;7370000.0;microempresarial
M;comercial;peluqueria;cabecera san antonio;1;19.0;2018-05-09;5000000.0;microempresarial
M;comercial;variedades;villa hermosa;3;8.0;2018-04-26;11650000.0;microempresarial
M;servicio;cafeteria;santa ines;2;3.0;;1500000.0;microempresarial
M;comercial;almacen de ropa en;manrique central no. 1;2;4.0;;2500000.0;microempresarial
M;servicio;taller de mecanica;villatina;1;8.0;2018-01-05;7300000.0;microempresarial
M;servicio;barberia;castilla;2;5.0;2018-05-07;6500000.0;microempresarial
M;comercial;tienda;centro admtivo;1;10.0;2018-03-22;5000000.0;microempresarial
M;comercial;tienda;manrique central no. 2;2;3.0;2017-12-22;4400000.0;microempresarial
M;industrial;fabrica de;san javier no.1;2;13.0;2017-09-18;7000000.0;microempresarial
M;comercial;tienda;la candelaria;3;10.0;2016-02-02;6800000.0;microempresarial
M;servicio;barberia;pedregal;1;6.0;2017-09-26;7370000.0;microempresarial
M;comercial;variedades;cabecera san antonio;1;19.0;2018-05-24;5000000.0;microempresarial
M;comercial;comidas rapidas;enciso;1;8.0;2018-10-03;4800000.0;microempresarial
M;comercial;alquiler de peliculas;castilla;3;5.0;2019-04-22;8281000.0;microempresarial
M;comercial;variedades;barrio caicedo;1;9.0;;4000000.0;microempresarial
M;industrial;ebanistaria;belencito;2;13.0;2018-05-18;2000000.0;microempresarial
M;comercial;charcuteria;castilla;2;5.0;2017-02-08;2000000.0;microempresarial
M;servicio;comidas rapidas;la milagrosa;3;9.0;2017-05-26;7000000.0;microempresarial
M;comercial;tienda;campo valdes no. 1;1;4.0;2018-09-24;7800000.0;microempresarial
M;industrial;panaderia;popular;1;1.0;2018-01-30;6500000.0;microempresarial
M;comercial;comidas rapidas;florencia;3;5.0;2018-05-10;3000000.0;microempresarial
M;comercial;publicidad y;buenos_aires;2;9.0;2017-06-23;7000000.0;microempresarial
M;servicio;mantenimiento en;la milagrosa;3;9.0;2019-03-05;8000000.0;microempresarial
M;servicio;cafe e internet;robledo;1;7.0;2018-04-12;7000000.0;microempresarial
M;comercial;tienda;manrique central no. 2;2;3.0;2019-01-09;7800000.0;microempresarial
M;comercial;variedades;enciso;1;8.0;2018-03-23;6500000.0;microempresarial
M;servicio;organizaciã³n y;robledo;2;7.0;2016-09-08;1500000.0;microempresarial
M;comercial;fabrica de;villa hermosa;3;8.0;2017-05-19;7377000.0;microempresarial
M;servicio;variedades;manrique central no. 1;2;4.0;2018-03-09;7000000.0;microempresarial
M;comercial;fabrica de;santo domingo savio;1;1.0;2019-06-05;4000000.0;microempresarial
M;comercial;venta_de_calzado;manrique oriental;2;3.0;2018-11-14;3000000.0;microempresarial
M;comercial;variedades;belalcazar;1;5.0;2018-05-07;7800000.0;microempresarial
M;comercial;ferreteria;villa hermosa;2;8.0;2017-02-27;4000000.0;microempresarial
M;industrial;distribuidora de;robledo;3;7.0;2016-08-18;6890000.0;microempresarial
M;comercial;drogueria;manrique central no. 1;1;4.0;2018-03-12;7000000.0;microempresarial
M;servicio;peluqueria;campo valdes no. 1;3;4.0;2018-02-21;2500000.0;microempresarial
M;comercial;carpinteria;san javier no.1;2;13.0;2017-10-23;7370000.0;microempresarial
M;comercial;comidas rapidas;buenos aires;3;9.0;2018-09-17;7800000.0;microempresarial
M;comercial;variedades;buenos aires;3;9.0;2017-05-31;7377000.0;microempresarial
M;industrial;fabrica de;picacho;1;6.0;2017-04-21;6500000.0;microempresarial
M;servicio;fabrica de arepas;girardot;1;5.0;2017-04-06;7300000.0;microempresarial
M;comercial;comidas rapidas;campo valdes no. 1;1;4.0;2018-05-17;2000000.0;microempresarial
M;comercial;comidas rapidas;robledo;2;7.0;2018-10-03;6000000.0;microempresarial
M;agropecuario;sembrados;el llano;2;19.0;2017-03-13;5000000.0;microempresarial
M;servicio;barberia;castilla;3;5.0;2018-04-16;7800000.0;microempresarial
M;servicio;variedades;robledo;1;7.0;2018-02-27;4000000.0;microempresarial
M;servicio;mantenimiento en;el vergel;2;19.0;2018-02-13;7800000.0;microempresarial
M;industrial;fabrica de;enciso;3;8.0;2016-05-31;3000000.0;microempresarial
M;comercial;distribuidora de;francisco antonio zea;3;5.0;2016-06-20;6890000.0;microempresarial
M;servicio;recreativo-educativo;tricentenario;3;5.0;2016-10-26;6500000.0;microempresarial
M;comercial;variedades;alejandro echavarria;3;9.0;2018-06-08;7800000.0;microempresarial
M;comercial;tienda;boston;3;10.0;2017-09-05;7000000.0;microempresarial
M;servicio;mantenimiento en;robledo;2;7.0;2017-09-06;7000000.0;microempresarial
M;comercial;comidas rapidas;san jose de la cima no.;2;3.0;2018-04-04;5000000.0;microempresarial
M;industrial;fabrica de;barrio caicedo;2;9.0;2017-08-04;6000000.0;microempresarial
M;comercial;charcuteria;manrique central no. 2;1;3.0;2017-12-28;7000000.0;microempresarial
M;comercial;barberia;robledo;1;7.0;2018-03-14;7812000.0;microempresarial
M;comercial;variedades;robledo;1;7.0;;4000000.0;microempresarial
M;comercial;tienda;san javier no.2;3;13.0;2016-09-28;6894000.0;microempresarial
M;comercial;tienda;enciso;2;8.0;2017-10-17;7000000.0;microempresarial
M;servicio;barberia;villa del socorro;1;8.0;;2000000.0;microempresarial
M;comercial;cafe e internet;robledo;1;1.0;2017-09-22;7300000.0;microempresarial
M;servicio;recreativo-educativo;boyaca;1;5.0;;6000000.0;microempresarial
M;comercial;granero;manrique central no. 1;1;4.0;2018-02-13;7000000.0;microempresarial
M;comercial;distribuidora de;cabecera san cristobal;1;19.0;2018-02-28;7800000.0;MICROEMPRESARIAL
M;industrial;fabrica de;manrique central no. 1;2;4.0;2018-07-16;7800000.0;microempresarial
M;comercial;productos de belleza;cabecera san antonio;2;19.0;2016-11-09;6890000.0;microempresarial
M;comercial;variedades;popular;1;1.0;2018-03-06;7000000.0;microempresarial
M;comercial;variedades;manrique central no. 2;2;3.0;2017-01-06;2000000.0;microempresarial
M;comercial;variedades;enciso;2;8.0;2018-12-14;1000000.0;microempresarial
M;industrial;panaderia;centro admtivo;2;10.0;2017-10-05;1500000.0;microempresarial
M;comercial;tienda de helados;buenos aires;3;9.0;2017-05-10;6000000.0;microempresarial
M;servicio;peluqueria;san pablo;2;1.0;2018-01-12;7800000.0;microempresarial
M;servicio;mantenimiento en;cabecera san antonio;1;19.0;2016-04-26;6890000.0;microempresarial
M;industrial;fabrica de calzado;el_socorro;1;13.0;2017-12-12;7370000.0;microempresarial
M;industrial;fabrica de;buenos aires;1;9.0;2017-10-02;7370000.0;microempresarial
M;comercial;cafeteria;san javier no.1;1;13.0;;4400000.0;credioportuno
M;comercial;comidas rapidas;villa hermosa;2;8.0;2018-04-09;5000000.0;microempresarial
M;agropecuario;sembrados;santa elena central;2;19.0;2016-08-02;6000000.0;agropecuaria
M;comercial;variedades;popular;2;1.0;2018-07-18;7800000.0;microempresarial
M;industrial;fabrica de calzado;el rincon;2;16.0;2016-06-15;2000000.0;microempresarial
M;industrial;variedades;el salvador;3;9.0;2018-05-25;7000000.0;microempresarial
M;industrial;mantenimiento en;picachito;1;6.0;2018-05-11;7800000.0;microempresarial
M;industrial;fabrica de productos;robledo;1;7.0;2016-10-26;4000000.0;microempresarial
M;comercial;tienda;santo domingo savio;1;1.0;2017-03-27;7000000.0;microempresarial
M;comercial;tienda;belen;2;16.0;;8281000.0;microempresarial
M;comercial;taller de electronica;villa niza;2;2.0;2018-06-01;6000000.0;microempresarial
M;industrial;fabrica de calzado;robledo;3;7.0;2017-08-11;7370000.0;microempresarial
M;comercial;variedades;santa cruz;2;2.0;2017-09-27;7000000.0;microempresarial
M;comercial;almacen de ropa en;castilla;1;5.0;2018-05-11;4000000.0;microempresarial
M;comercial;fabrica de arepas;manrique central no. 1;1;4.0;2018-07-25;6500000.0;microempresarial
M;servicio;taller de mecanica;manrique oriental;1;3.0;2017-07-31;4000000.0;microempresarial
M;comercial;ferreteria;la candelaria;2;10.0;2019-01-25;8280000.0;microempresarial
M;comercial;tienda;boyaca;3;5.0;2018-01-18;3000000.0;microempresarial
M;comercial;variedades;santo domingo savio;2;1.0;2017-07-14;7000000.0;microempresarial
M;servicio;taller de mecanica;toscana;3;5.0;2016-10-26;6890000.0;microempresarial
M;servicio;panaderia;calasanz;3;12.0;2016-11-09;6000000.0;microempresarial
M;servicio;comidas rapidas;guayabal;1;15.0;2016-02-23;6500000.0;microempresarial
M;industrial;fabrica de;san javier no.1;2;13.0;2018-02-21;5000000.0;microempresarial
M;comercial;variedades;aranjuez;3;4.0;2017-08-22;7370000.0;microempresarial
M;comercial;tienda;villa hermosa;3;8.0;2017-02-10;1500000.0;microempresarial
M;comercial;comidas rapidas;aranjuez;3;4.0;;6890000.0;Microempresarial
M;servicio;mantenimiento en;enciso;3;8.0;;7800000.0;microempresarial
M;servicio;recreativo-educativo;santa rosa de lima;2;13.0;2017-12-12;6000000.0;microempresarial
M;comercial;granero;san javier no.1;1;13.0;2019-06-25;6500000.0;microempresarial
M;comercial;reciclaje;san jose de la cima no.;1;3.0;2018-05-22;1500000.0;microempresarial
M;comercial;almacen de ropa en;popular;2;1.0;2018-10-29;7800000.0;Microempresarial
M;servicio;variedades;robledo;2;3.0;2018-04-20;7800000.0;Microempresarial
M;servicio;mantenimiento en;manrique central no. 1;2;4.0;2019-01-18;6000000.0;microempresarial
M;servicio;variedades;20 de julio;1;13.0;2016-07-26;6000000.0;microempresarial
M;comercial;carpinteria;manrique oriental;2;3.0;;5000000.0;microempresarial
M;comercial;fabrica de calzado;pedregal;2;6.0;2017-05-26;7370000.0;microempresarial
M;industrial;fabrica de calzado;calasanz;1;12.0;2018-11-29;7800000.0;microempresarial
M;servicio;mantenimiento en;santa cruz;1;2.0;2018-04-10;6500000.0;microempresarial
M;comercial;variedades;manrique central no. 1;3;4.0;2018-02-13;7800000.0;microempresarial
M;servicio;cafe_e_internet;buenos aires;1;9.0;2018-08-22;2500000.0;microempresarial
M;industrial;fabrica de;buenos aires;1;9.0;2019-06-12;2500000.0;microempresarial
M;servicio;publicidad y;barrio caicedo;1;9.0;2017-05-18;7200000.0;microempresarial
M;comercial;taller de electronica;campo valdes no. 1;1;4.0;2017-02-16;7377000.0;microempresarial
M;comercial;distribuidora de;20 de julio;1;13.0;2018-02-16;7800000.0;microempresarial
M;servicio;tienda;popular;1;1.0;2016-10-14;2000000.0;microempresarial
M;servicio;peluqueria;palmitas;1;19.0;2018-06-08;7800000.0;microempresarial
M;comercial;comidas rapidas;manrique central no. 2;2;3.0;2016-04-11;6500000.0;microempresarial
M;industrial;fabrica de calzado;la milagrosa;1;9.0;2017-05-19;7000000.0;microempresarial
M;comercial;fabrica de muebles;cabecera san cristobal;3;19.0;2018-06-19;4000000.0;microempresarial
M;industrial;fabrica de;moravia;1;4.0;2018-08-06;7000000.0;microempresarial
M;comercial;variedades;las palmas;1;10.0;2017-11-17;4000000.0;microempresarial
M;comercial;almacen de ropa en;belalcazar;3;5.0;2019-06-28;2200000.0;microempresarial
M;comercial;variedades;santo domingo savio;1;1.0;2017-11-02;7300000.0;microempresarial
M;servicio;organizaciã³n y;moravia;1;4.0;2016-12-07;6890000.0;microempresarial
M;comercial;comidas rapidas;campo valdes no. 1;3;4.0;2017-11-24;3000000.0;microempresarial
M;industrial;fabrica de;florencia;3;5.0;2017-01-31;7300000.0;microempresarial
M;servicio;comidas rapidas;robledo;3;7.0;2016-09-29;3500000.0;microempresarial
M;servicio;comidas rapidas;castilla;1;5.0;2016-04-26;6890000.0;microempresarial
M;comercial;tienda;manrique central no. 1;1;4.0;2018-03-14;2000000.0;microempresarial
M;comercial;tienda;aranjuez;1;4.0;;3000000.0;microempresarial
M;comercial;alquiler de peliculas;la candelaria;3;10.0;2018-11-19;6500000.0;microempresarial
M;comercial;tienda;san german;1;7.0;2017-08-29;7000000.0;microempresarial
M;comercial;tienda;castilla;3;5.0;2018-03-22;3000000.0;microempresarial
M;industrial;fabrica de;belen;3;16.0;2018-04-23;1000000.0;microempresarial
M;comercial;almacen de ropa en;san javier no.2;1;13.0;2018-07-12;6500000.0;microempresarial
M;comercial;panaderia;bello horizonte;1;7.0;2018-11-30;7800000.0;microempresarial
M;comercial;comidas rapidas;bombona no. 1;1;10.0;2017-06-27;2500000.0;microempresarial
M;comercial;restaurante;boyaca;3;5.0;2017-05-05;6000000.0;microempresarial
M;comercial;variedades;doce_de_octubre_no.1;2;6.0;2017-04-17;1000000.0;Microempresarial
M;industrial;variedades;olaya herrera;1;7.0;2018-01-16;7800000.0;microempresarial
M;industrial;fabrica de;santa cruz;1;2.0;2018-06-18;2000000.0;microempresarial
M;comercial;tienda;la milagrosa;1;9.0;2019-05-07;8200000.0;microempresarial
M;comercial;publicidad y;san jose de la cima no.;2;3.0;2017-03-09;237976.0;microempresarial
M;comercial;comidas rapidas;cabecera san antonio;3;19.0;2018-11-14;1600000.0;microempresarial
M;comercial;variedades;aranjuez;3;4.0;2017-10-03;6500000.0;Microempresarial
M;comercial;distribuidora de;trinidad;3;15.0;2019-04-29;8281000.0;microempresarial
M;comercial;tienda;robledo;1;7.0;2016-10-31;6000000.0;microempresarial
M;industrial;fabrica de;san javier no.1;3;13.0;2017-09-15;7370000.0;microempresarial
M;industrial;fabrica de;san javier no.1;1;13.0;2018-08-23;4000000.0;microempresarial
M;industrial;fabrica de;francisco antonio zea;3;5.0;2016-07-14;6890000.0;microempresarial
M;comercial;tienda;campo_valdes_no._1;1;4.0;2017-05-31;7000000.0;MICROEMPRESARIAL
M;comercial;comidas rapidas;manrique oriental;2;3.0;2018-12-04;7812000.0;microempresarial
M;servicio;barberia;san jose de la cima no.;1;3.0;2018-02-16;6200000.0;microempresarial
M;comercial;distribuidora de;barrio caicedo;1;9.0;2018-06-14;7800000.0;microempresarial
M;comercial;fabrica de;enciso;2;8.0;2019-03-20;8200000.0;microempresarial
M;comercial;variedades;popular;1;1.0;2018-01-24;7000000.0;microempresarial
M;comercial;tienda;belencito;1;13.0;;7800000.0;Microempresarial
M;servicio;recreativo-educativo;belencito;1;13.0;2018-02-19;7800000.0;microempresarial
M;servicio;barberia;cabecera san antonio;1;19.0;2016-09-28;6890000.0;microempresarial
M;comercial;tienda;alfonso lopez;3;5.0;2019-05-13;8000000.0;microempresarial
M;comercial;recreativo-educativo;robledo;2;7.0;2016-03-14;6890000.0;microempresarial
M;comercial;taller de mecanica;robledo;3;7.0;2018-06-28;6000000.0;microempresarial
M;servicio;cafe e internet;aguas frias;1;19.0;2017-08-30;6500000.0;microempresarial
M;comercial;cerrajeria;aranjuez;1;4.0;2016-10-19;600000.0;microempresarial
M;comercial;tienda;robledo;1;7.0;2017-11-24;7377000.0;microempresarial
M;comercial;almacen de ropa en;pedregal;3;6.0;2016-11-29;3000000.0;microempresarial
M;comercial;miscelanea;mirador del doce;2;6.0;2017-06-01;3000000.0;microempresarial
M;industrial;fabrica de;la pradera;3;13.0;2016-12-07;5000000.0;microempresarial
M;industrial;variedades;belen;3;16.0;2016-11-04;11650000.0;microempresarial
M;comercial;almacen de ropa en;palermo;2;4.0;2017-11-14;4400000.0;microempresarial
M;comercial;tienda;castilla;3;5.0;;6000000.0;microempresarial
M;comercial;variedades;belen;3;16.0;2018-02-08;7800000.0;microempresarial
M;servicio;restaurante;villa hermosa;3;8.0;2017-07-04;5800000.0;microempresarial
M;servicio;cafe e internet;robledo;1;13.0;2019-01-22;6000000.0;microempresarial
M;comercial;ebanistaria;la loma;2;19.0;2017-08-11;5000000.0;microempresarial
M;servicio;peluqueria;aranjuez;3;4.0;2017-03-03;6000000.0;microempresarial
M;comercial;productos de belleza;santa lucia;3;12.0;2017-11-08;7200000.0;microempresarial
M;industrial;panaderia;las palmas;1;10.0;2017-11-07;4300000.0;microempresarial
M;comercial;tienda;manrique central no. 2;1;3.0;2017-04-24;7300000.0;microempresarial
M;industrial;fabrica de;robledo;1;7.0;2018-05-17;3200000.0;microempresarial
M;comercial;variedades;buenos aires;3;9.0;2016-10-11;3000000.0;microempresarial
M;servicio;taller de mecanica;santa cruz;1;2.0;2017-06-21;7377000.0;microempresarial
M;industrial;fabrica de;picacho;1;6.0;2017-08-15;7000000.0;microempresarial
M;servicio;mantenimiento en;el chagualo;3;10.0;2018-02-19;1000000.0;microempresarial
M;comercial;tienda;granizal;1;1.0;2018-04-16;7800000.0;microempresarial
M;industrial;marroquineria;villatina;1;8.0;2017-02-21;5000000.0;Microempresarial
M;comercial;variedades;robledo;1;7.0;2018-03-12;6000000.0;microempresarial
M;servicio;comidas rapidas;aranjuez;1;4.0;2016-05-20;6890000.0;microempresarial
M;comercial;almacen de ropa en;popular;2;1.0;2018-08-14;7800000.0;microempresarial
M;comercial;distribuidora de;alfonso lopez;1;5.0;2016-06-17;6890000.0;microempresarial
M;comercial;variedades;santa_lucia;3;12.0;2018-07-06;7800000.0;microempresarial
M;comercial;charcuteria;las violetas;2;16.0;2018-04-17;7800000.0;microempresarial
M;industrial;fabrica de;cabecera san antonio;3;19.0;2016-08-11;6890000.0;microempresarial
M;comercial;lavadero de;palermo;1;4.0;2018-04-23;5000000.0;microempresarial
M;industrial;ebanistaria;campo valdes no. 1;3;4.0;2017-07-11;3000000.0;microempresarial
M;industrial;fabrica de;cordoba;1;7.0;2018-11-29;7800000.0;microempresarial
M;comercial;distribuidora de;belencito;2;13.0;2018-12-21;7800000.0;microempresarial
M;servicio;comidas_rapidas;buenos aires;1;9.0;2017-07-06;3000000.0;microempresarial
M;servicio;mantenimiento en;villa hermosa;1;8.0;2018-10-03;257230.0;microempresarial
M;servicio;tienda_naturista;pablo vi;2;2.0;2017-04-06;5000000.0;microempresarial
M;servicio;recreativo-educativo;la floresta;2;12.0;2016-03-09;6800000.0;microempresarial
M;comercial;tienda;robledo;3;7.0;2016-10-27;4100000.0;microempresarial
M;servicio;mantenimiento en;florencia;1;5.0;2019-01-29;7000000.0;microempresarial
M;comercial;variedades;playon de los;2;2.0;2017-06-14;7300000.0;microempresarial
M;comercial;distribuidora de;santa elena central;1;19.0;2016-06-17;6890000.0;microempresarial
M;servicio;publicidad y;robledo;1;7.0;2018-02-22;11650000.0;empresarial ed.
M;comercial;venta de calzado;san javier no.1;2;13.0;2017-05-05;5000000.0;microempresarial
M;comercial;tienda;la esperanza;1;6.0;2017-05-11;2000000.0;microempresarial
M;industrial;fabrica de;el triunfo;1;6.0;2017-02-23;7300000.0;microempresarial
M;servicio;mantenimiento en;manrique oriental;2;3.0;2018-07-10;11650000.0;empresarial ed.
M;servicio;taller de mecanica;miraflores;3;9.0;2017-05-23;7000000.0;microempresarial
M;servicio;mantenimiento en;centro admtivo;2;10.0;2018-02-20;6000000.0;microempresarial
M;comercial;variedades;boston;2;10.0;2017-11-10;7370000.0;MICROEMPRESARIAL
M;servicio;distribuidora de;cabecera san antonio;3;19.0;2019-02-22;11650000.0;microempresarial
M;comercial;almacen de ropa en;villatina;1;8.0;2016-10-04;4000000.0;microempresarial
M;industrial;fabrica de;guayabal;2;15.0;2016-03-02;4000000.0;microempresarial
M;servicio;variedades;robledo;2;7.0;2018-02-07;7000000.0;microempresarial
M;comercial;variedades;aranjuez;2;4.0;;5000000.0;microempresarial
M;servicio;distribuidora de;barrio caicedo;1;9.0;2016-11-22;6000000.0;microempresarial
M;industrial;fabrica de;belen;3;16.0;2017-12-13;3500000.0;microempresarial
M;comercial;tienda;andalucia;1;2.0;2018-02-01;5000000.0;microempresarial
M;comercial;productos de belleza;robledo;2;7.0;;7800000.0;microempresarial
M;industrial;fabrica de;cabecera san antonio;2;19.0;2016-09-30;6800000.0;microempresarial
M;comercial;restaurante;miranda;2;4.0;2018-10-11;6000000.0;microempresarial
M;servicio;comidas rapidas;el salvador;3;9.0;2017-08-17;3500000.0;microempresarial
M;comercial;comidas rapidas;robledo;2;7.0;2018-10-25;7800000.0;microempresarial
M;industrial;fabrica de alimentos;andalucia;2;2.0;2018-07-10;5000000.0;MICROEMPRESARIAL
M;servicio;barberia;girardot;3;5.0;2016-05-10;6500000.0;microempresarial
M;industrial;productos de belleza;santa elena central;1;19.0;2018-05-16;800000.0;microempresarial
M;industrial;fabrica de;13 de noviembre;1;8.0;2018-01-30;6000000.0;microempresarial
M;servicio;comidas_rapidas;san javier no.1;1;13.0;2017-08-23;7377000.0;microempresarial
M;comercial;variedades;san javier no.1;2;13.0;2018-11-13;6000000.0;microempresarial
M;servicio;tienda naturista;santa elena central;3;19.0;2017-04-05;7000000.0;MICROEMPRESARIAL
M;comercial;reciclaje;andalucia;2;2.0;2017-03-08;7377000.0;microempresarial
M;comercial;ferreteria;cabecera san antonio;2;19.0;2017-05-30;7370000.0;microempresarial
M;comercial;almacen de ropa en;santander;2;6.0;2017-09-13;7000000.0;microempresarial
M;comercial;fabrica de;manrique central no. 2;2;3.0;;6890000.0;Microempresarial
M;comercial;variedades;miraflores;3;9.0;2018-04-04;7800000.0;microempresarial
M;comercial;almacen de ropa en;playon de los;2;2.0;2016-07-14;6890000.0;microempresarial
M;industrial;carpinteria;popular;2;1.0;2017-02-13;7000000.0;microempresarial
M;servicio;mantenimiento en;la america;1;12.0;2016-05-10;6890000.0;microempresarial
M;servicio;comidas rapidas;belen;1;16.0;2017-09-14;2500000.0;microempresarial
M;servicio;mantenimiento en;santo domingo savio;1;1.0;2018-09-20;7800000.0;microempresarial
M;servicio;carpinteria;manrique oriental;2;3.0;2016-09-05;4000000.0;microempresarial
M;servicio;variedades;cordoba;3;7.0;2017-06-21;7300000.0;microempresarial
M;comercial;variedades;enciso;1;8.0;;780000.0;microempresarial
M;servicio;papeleria;el salado;1;13.0;2018-06-27;7800000.0;microempresarial
M;industrial;fabrica de;buenos aires;3;9.0;2017-06-05;7370000.0;microempresarial
M;comercial;almacen de ropa en;san pablo;1;1.0;2018-02-21;7800000.0;microempresarial
M;comercial;fabrica de alimentos;manrique oriental;1;3.0;2016-08-29;4000000.0;microempresarial
M;servicio;productos de belleza;andalucia;1;2.0;2017-07-19;7000000.0;microempresarial
M;servicio;variedades;andalucia;2;2.0;2017-02-13;7300000.0;microempresarial
M;comercial;tienda;llanaditas;1;8.0;2019-03-13;6500000.0;microempresarial
M;servicio;organizaciã³n y;santander;1;6.0;2018-03-02;3500000.0;microempresarial
M;servicio;organizaciã³n y;belen;3;16.0;;11650000.0;microempresarial
M;servicio;variedades;villa hermosa;2;8.0;;7800000.0;microempresarial
M;industrial;fabrica de;san javier no.1;1;13.0;2017-05-08;7377000.0;microempresarial
M;servicio;comidas rapidas;girardot;1;5.0;2018-03-08;1000000.0;microempresarial
M;servicio;barberia;robledo;3;7.0;2016-03-04;6000000.0;microempresarial
M;industrial;variedades;20 de julio;1;13.0;2016-12-30;6890000.0;microempresarial
M;servicio;variedades;cabecera san antonio;2;19.0;2018-04-16;1300000.0;microempresarial
M;comercial;distribuidora de;santo domingo savio;1;1.0;2016-03-31;3000000.0;microempresarial
